name,iso,id,country,admin_level,category,range_type,range,population,under_5_population,under_5_population_share,under_5_population_interval,under_5_population_interval_share,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,adults_population,adults_population_share,adults_population_interval,adults_population_interval_share,women_childbearing_population,women_childbearing_population_share,women_childbearing_population_interval,women_childbearing_population_interval_share,elderly_population,elderly_population_share,elderly_population_interval,elderly_population_interval_share,population_share,population_interval,population_interval_share
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,6000,420271,32107,65.41,397,0.81,130163,65.41,1610,0.81,335595,65.41,4151,0.81,101474,65.41,1255,0.81,39657,65.41,490,0.81,65.41,5198,0.81
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,6600,423833,32379,65.96,272,0.55,131266,65.96,1103,0.55,338439,65.96,2844,0.55,102334,65.96,860,0.55,39993,65.96,336,0.55,65.96,3562,0.55
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,7200,434607,33202,67.64,823,1.68,134603,67.64,3337,1.68,347042,67.64,8603,1.68,104935,67.64,2601,1.68,41010,67.64,1017,1.68,67.64,10774,1.68
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,600,502185,38365,47.04,38365,47.04,155532,47.04,155532,47.04,401005,47.04,401005,47.04,121252,47.03,121252,47.03,47387,47.04,47387,47.04,47.04,502185,47.04
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,1200,618394,47243,57.93,8878,10.89,191524,57.93,35992,10.89,493800,57.92,92795,10.88,149311,57.92,28059,10.88,58353,57.92,10966,10.89,57.92,116209,10.88
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,1800,681546,52067,63.85,4824,5.92,211082,63.84,19558,5.92,544228,63.84,50428,5.92,164559,63.83,15248,5.91,64312,63.84,5959,5.92,63.84,63152,5.92
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,2400,745029,56917,69.79,4850,5.95,230744,69.79,19662,5.95,594921,69.78,50693,5.95,179887,69.78,15328,5.95,70302,69.79,5990,5.95,69.78,63483,5.95
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,3000,786132,60057,73.64,3140,3.85,243474,73.64,12730,3.85,627742,73.63,32821,3.85,189811,73.63,9924,3.85,74181,73.64,3879,3.85,73.63,41103,3.85
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,3600,844404,64509,79.1,4452,5.46,261522,79.1,18048,5.46,674274,79.09,46532,5.46,203881,79.09,14070,5.46,79679,79.09,5498,5.46,79.09,58272,5.46
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,4200,913426,69782,85.57,5273,6.47,282899,85.56,21377,6.47,729389,85.56,55115,6.46,220546,85.55,16665,6.46,86192,85.56,6513,6.47,85.56,69022,6.47
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,4800,924628,70638,86.62,856,1.05,286368,86.61,3469,1.05,738335,86.61,8946,1.05,223251,86.6,2705,1.05,87250,86.61,1058,1.05,86.61,11202,1.05
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,5400,958220,73204,89.76,2566,3.15,296772,89.76,10404,3.15,765158,89.75,26823,3.15,231361,89.75,8110,3.15,90419,89.75,3169,3.15,89.75,33592,3.15
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,6000,960416,73372,89.97,168,0.21,297452,89.96,680,0.21,766912,89.96,1754,0.21,231892,89.95,531,0.21,90627,89.96,208,0.21,89.96,2196,0.21
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,6600,963729,73625,90.28,253,0.31,298478,90.28,1026,0.31,769557,90.27,2645,0.31,232692,90.26,800,0.31,90939,90.27,312,0.31,90.27,3313,0.31
Pyapon,,60261553B36201163114452,MMR,ADM2,hospitals,TIME,7200,964224,73663,90.33,38,0.05,298631,90.32,153,0.05,769953,90.32,396,0.05,232811,90.31,119,0.05,90986,90.32,47,0.05,90.32,495,0.05
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,600,624290,47693,37.11,47693,37.11,193350,37.11,193350,37.11,498509,37.11,498509,37.11,150734,37.11,150734,37.11,58909,37.11,58909,37.11,37.11,624290,37.11
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,1200,1073875,82040,63.84,34347,26.73,332593,63.83,139243,26.72,857510,63.83,359001,26.72,259287,63.83,108553,26.72,101333,63.83,42424,26.72,63.83,449585,26.72
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,1800,1253328,95749,74.5,13709,10.67,388172,74.5,55579,10.67,1000807,74.5,143297,10.67,302615,74.5,43328,10.67,118267,74.5,16934,10.67,74.5,179453,10.67
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,2400,1330214,101623,79.07,5874,4.57,411984,79.07,23812,4.57,1062202,79.07,61395,4.57,321180,79.07,18565,4.57,125522,79.07,7255,4.57,79.07,76886,4.57
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,3000,1381327,105527,82.11,3904,3.04,427817,82.11,15833,3.04,1103017,82.11,40815,3.04,333522,82.11,12342,3.04,130346,82.11,4824,3.04,82.11,51113,3.04
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,3600,1440135,110020,85.61,4493,3.5,446031,85.61,18214,3.5,1149976,85.61,46959,3.5,347721,85.61,14199,3.5,135895,85.61,5549,3.5,85.61,58808,3.5
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,4200,1475920,112754,87.73,2734,2.13,457115,87.73,11084,2.13,1178551,87.73,28575,2.13,356361,87.73,8640,2.13,139272,87.73,3377,2.13,87.73,35785,2.13
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,4800,1498610,114487,89.08,1733,1.35,464142,89.08,7027,1.35,1196669,89.08,18118,1.35,361840,89.08,5479,1.35,141413,89.08,2141,1.35,89.08,22690,1.35
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,5400,1520451,116156,90.38,1669,1.3,470906,90.38,6764,1.3,1214109,90.38,17440,1.3,367113,90.38,5273,1.3,143474,90.38,2061,1.3,90.38,21841,1.3
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,6000,1607904,122836,95.58,6680,5.2,497993,95.58,27087,5.2,1283943,95.58,69834,5.2,388229,95.58,21116,5.2,151727,95.58,8253,5.2,95.58,87453,5.2
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,6600,1619741,123741,96.28,905,0.7,501659,96.28,3666,0.7,1293395,96.28,9452,0.7,391087,96.28,2858,0.7,152844,96.28,1117,0.7,96.28,11837,0.7
Pathein,,60261553B36650423786052,MMR,ADM2,hospitals,TIME,7200,1626893,124287,96.71,546,0.42,503874,96.71,2215,0.43,1299106,96.71,5711,0.43,392814,96.71,1727,0.43,153519,96.71,675,0.43,96.71,7152,0.43
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,600,233330,19818,44.75,19818,44.75,80699,44.75,80699,44.75,191291,44.75,191291,44.75,55903,44.75,55903,44.75,17044,44.75,17044,44.75,44.75,233330,44.75
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,1200,305826,25975,58.66,6157,13.9,105773,58.66,25074,13.91,250726,58.66,59435,13.91,73273,58.66,17370,13.91,22340,58.66,5296,13.91,58.66,72496,13.91
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,1800,340282,28902,65.27,2927,6.61,117690,65.27,11917,6.61,278974,65.27,28248,6.61,81528,65.27,8255,6.61,24857,65.27,2517,6.61,65.27,34456,6.61
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,2400,370753,31490,71.11,2588,5.84,128229,71.11,10539,5.84,303956,71.11,24982,5.84,88829,71.11,7301,5.84,27083,71.11,2226,5.84,71.11,30471,5.84
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,3000,388633,33009,74.54,1519,3.43,134412,74.54,6183,3.43,318615,74.54,14659,3.43,93113,74.54,4284,3.43,28389,74.54,1306,3.43,74.54,17880,3.43
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,3600,406201,34501,77.91,1492,3.37,140488,77.91,6076,3.37,333017,77.91,14402,3.37,97322,77.91,4209,3.37,29672,77.91,1283,3.37,77.91,17568,3.37
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,4200,421021,35760,80.76,1259,2.84,145614,80.75,5126,2.84,345167,80.75,12150,2.84,100872,80.75,3550,2.84,30755,80.76,1083,2.84,80.75,14820,2.84
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,4800,445326,37824,85.42,2064,4.66,154020,85.42,8406,4.66,365093,85.42,19926,4.66,106696,85.42,5824,4.66,32530,85.42,1775,4.66,85.42,24305,4.66
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,5400,451351,38336,86.57,512,1.16,156104,86.57,2084,1.16,370033,86.57,4940,1.16,108139,86.57,1443,1.16,32970,86.57,440,1.16,86.57,6025,1.16
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,6000,454737,38624,87.22,288,0.65,157275,87.22,1171,0.65,372809,87.22,2776,0.65,108951,87.22,812,0.65,33217,87.22,247,0.65,87.22,3386,0.65
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,6600,457137,38827,87.68,203,0.46,158105,87.68,830,0.46,374776,87.68,1967,0.46,109526,87.68,575,0.46,33393,87.68,176,0.46,87.68,2400,0.46
Kengtung,,60261553B37663404803056,MMR,ADM2,hospitals,TIME,7200,463987,39409,89.0,582,1.31,160474,89.0,2369,1.31,380392,89.0,5616,1.31,111167,89.0,1641,1.31,33893,89.0,500,1.31,89.0,6850,1.31
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,600,82096,6050,68.56,6050,68.56,25369,68.62,25369,68.62,65457,68.7,65457,68.7,20976,68.73,20976,68.73,7844,68.75,7844,68.75,68.7,82096,68.7
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,1200,83447,6152,69.72,102,1.16,25792,69.77,423,1.14,66536,69.83,1079,1.13,21320,69.86,344,1.13,7972,69.87,128,1.12,69.83,1351,1.13
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,1800,86253,6377,72.27,225,2.55,26705,72.24,913,2.47,68780,72.19,2244,2.36,22023,72.16,703,2.3,8233,72.16,261,2.29,72.18,2806,2.35
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,2400,88124,6515,73.83,138,1.56,27282,73.8,577,1.56,70272,73.75,1492,1.57,22501,73.73,478,1.57,8412,73.72,179,1.57,73.75,1871,1.57
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,3000,88713,6558,74.32,43,0.49,27464,74.29,182,0.49,70741,74.24,469,0.49,22651,74.22,150,0.49,8468,74.22,56,0.49,74.24,589,0.49
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,3600,102811,7596,86.08,1038,11.76,31818,86.07,4354,11.78,81982,86.04,11241,11.8,26255,86.03,3604,11.81,9816,86.03,1348,11.81,86.04,14098,11.8
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,4200,103688,7661,86.82,65,0.74,32089,86.8,271,0.73,82681,86.78,699,0.73,26479,86.77,224,0.73,9899,86.76,83,0.73,86.77,877,0.73
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,4800,103894,7676,86.99,15,0.17,32152,86.97,63,0.17,82846,86.95,165,0.17,26531,86.94,52,0.17,9919,86.93,20,0.18,86.95,206,0.17
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,5400,103894,7676,86.99,0,0.0,32152,86.97,0,0.0,82846,86.95,0,0.0,26531,86.94,0,0.0,9919,86.93,0,0.0,86.95,0,0.0
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,6000,104076,7689,87.14,13,0.15,32208,87.12,56,0.15,82991,87.1,145,0.15,26578,87.09,47,0.15,9936,87.08,17,0.15,87.1,182,0.15
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,6600,104142,7694,87.19,5,0.06,32229,87.18,21,0.06,83043,87.16,52,0.05,26595,87.15,17,0.06,9943,87.14,7,0.06,87.15,66,0.06
Tamu,,60261553B38505178364809,MMR,ADM2,hospitals,TIME,7200,104142,7694,87.19,0,0.0,32229,87.18,0,0.0,83043,87.16,0,0.0,26595,87.15,0,0.0,9943,87.14,0,0.0,87.15,0,0.0
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,600,105606,7201,40.83,7201,40.83,30104,41.21,30104,41.21,82586,41.84,82586,41.84,27285,42.12,27285,42.12,11707,42.33,11707,42.33,41.9,105606,41.9
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,1200,138977,9507,53.91,2306,13.08,39694,54.34,9590,13.13,108697,55.07,26111,13.23,35884,55.39,8599,13.27,15392,55.66,3685,13.32,55.14,33371,13.24
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,1800,150788,10378,58.85,871,4.94,43235,59.19,3541,4.85,117977,59.77,9280,4.7,38888,60.03,3004,4.64,16659,60.24,1267,4.58,59.83,11811,4.69
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,2400,164812,11451,64.93,1073,6.08,47551,65.1,4316,5.91,129026,65.37,11049,5.6,42424,65.49,3536,5.46,18132,65.56,1473,5.33,65.39,14024,5.56
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,3000,179923,12529,71.04,1078,6.11,51985,71.17,4434,6.07,140872,71.37,11846,6.0,46293,71.46,3869,5.97,19777,71.51,1645,5.95,71.39,15111,6.0
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,3600,185479,12909,73.2,380,2.15,53571,73.34,1586,2.17,145217,73.57,4345,2.2,47727,73.68,1434,2.21,20393,73.74,616,2.23,73.59,5556,2.2
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,4200,190482,13251,75.14,342,1.94,54998,75.3,1427,1.95,149129,75.56,3912,1.98,49019,75.67,1292,1.99,20949,75.75,556,2.01,75.58,5003,1.99
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,4800,191839,13343,75.66,92,0.52,55385,75.83,387,0.53,150190,76.09,1061,0.54,49370,76.21,351,0.54,21099,76.29,150,0.54,76.12,1357,0.54
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,5400,208479,14477,82.09,1134,6.43,60124,82.31,4739,6.49,163200,82.68,13010,6.59,53670,82.85,4300,6.64,22948,82.98,1849,6.69,82.72,16640,6.6
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,6000,211795,14703,83.37,226,1.28,61068,83.61,944,1.29,165792,84.0,2592,1.31,54526,84.17,856,1.32,23316,84.31,368,1.33,84.04,3316,1.32
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,6600,214750,14908,84.53,205,1.16,61917,84.77,849,1.16,168104,85.17,2312,1.17,55288,85.35,762,1.18,23642,85.49,326,1.18,85.21,2955,1.17
Gangaw,,60261553B4120080326164,MMR,ADM2,hospitals,TIME,7200,216093,15002,85.06,94,0.53,62306,85.3,389,0.53,169155,85.7,1051,0.53,55633,85.88,345,0.53,23790,86.02,148,0.54,85.74,1343,0.53
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,600,313615,30552,60.55,30552,60.55,114397,60.55,114397,60.55,253164,60.54,253164,60.54,69754,60.54,69754,60.54,26856,60.54,26856,60.54,60.54,313615,60.54
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,1200,388403,37837,74.99,7285,14.44,141677,74.98,27280,14.44,313537,74.98,60373,14.44,86389,74.98,16635,14.44,33261,74.97,6405,14.44,74.98,74788,14.44
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,1800,423766,41278,81.81,3441,6.82,154568,81.81,12891,6.82,342080,81.81,28543,6.83,94257,81.81,7868,6.83,36293,81.81,3032,6.83,81.81,35363,6.83
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,2400,456147,44432,88.06,3154,6.25,166379,88.06,11811,6.25,368219,88.06,26139,6.25,101459,88.06,7202,6.25,39066,88.06,2773,6.25,88.06,32381,6.25
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,3000,477643,46527,92.21,2095,4.15,174220,92.21,7841,4.15,385571,92.21,17352,4.15,106240,92.21,4781,4.15,40907,92.21,1841,4.15,92.21,21496,4.15
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,3600,487318,47469,94.07,942,1.87,177750,94.08,3530,1.87,393382,94.08,7811,1.87,108392,94.08,2152,1.87,41735,94.08,828,1.87,94.08,9675,1.87
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,4200,488796,47613,94.36,144,0.29,178289,94.36,539,0.29,394575,94.36,1193,0.29,108721,94.36,329,0.29,41862,94.36,127,0.29,94.36,1478,0.29
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,4800,490133,47743,94.62,130,0.26,178776,94.62,487,0.26,395654,94.62,1079,0.26,109018,94.62,297,0.26,41976,94.62,114,0.26,94.62,1337,0.26
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,5400,491613,47888,94.9,145,0.29,179316,94.9,540,0.29,396849,94.9,1195,0.29,109347,94.9,329,0.29,42103,94.91,127,0.29,94.91,1480,0.29
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,6000,492613,47985,95.1,97,0.19,179681,95.1,365,0.19,397657,95.1,808,0.19,109570,95.1,223,0.19,42189,95.1,86,0.19,95.1,1000,0.19
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,6600,493022,48025,95.18,40,0.08,179830,95.18,149,0.08,397987,95.18,330,0.08,109661,95.18,91,0.08,42224,95.18,35,0.08,95.18,409,0.08
Kawkareik,,60261553B42100651402541,MMR,ADM2,hospitals,TIME,7200,493088,48031,95.19,6,0.01,179854,95.19,24,0.01,398040,95.19,53,0.01,109676,95.19,15,0.01,42230,95.19,6,0.01,95.19,66,0.01
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,600,132076,15221,56.91,15221,56.91,54400,56.8,54400,56.8,107468,56.51,107468,56.51,29505,56.3,29505,56.3,10460,56.04,10460,56.04,56.47,132076,56.47
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,1200,134191,15465,57.82,244,0.91,55271,57.7,871,0.91,109189,57.41,1721,0.9,29978,57.2,473,0.9,10627,56.94,167,0.89,57.37,2115,0.9
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,1800,134561,15507,57.98,42,0.16,55423,57.86,152,0.16,109490,57.57,301,0.16,30060,57.36,82,0.16,10657,57.1,30,0.16,57.53,370,0.16
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,2400,136224,15699,58.7,192,0.72,56108,58.58,685,0.72,110843,58.28,1353,0.71,30432,58.07,372,0.71,10788,57.8,131,0.7,58.24,1663,0.71
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,3000,144623,16667,62.32,968,3.62,59567,62.19,3459,3.61,117677,61.88,6834,3.59,32308,61.65,1876,3.58,11453,61.36,665,3.56,61.83,8399,3.59
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,3600,145321,16748,62.62,81,0.3,59855,62.49,288,0.3,118246,62.18,569,0.3,32464,61.95,156,0.3,11509,61.66,56,0.3,62.13,698,0.3
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,4200,147068,16949,63.37,201,0.75,60575,63.24,720,0.75,119667,62.92,1421,0.75,32854,62.69,390,0.74,11647,62.4,138,0.74,62.88,1747,0.75
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,4800,147342,16981,63.49,32,0.12,60687,63.36,112,0.12,119890,63.04,223,0.12,32915,62.81,61,0.12,11669,62.52,22,0.12,62.99,274,0.12
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,5400,147708,17023,63.65,42,0.16,60838,63.52,151,0.16,120187,63.2,297,0.16,32997,62.96,82,0.16,11698,62.67,29,0.16,63.15,366,0.16
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,6000,152679,17596,65.79,573,2.14,62886,65.66,2048,2.14,124233,65.32,4046,2.13,34108,65.08,1111,2.12,12091,64.78,393,2.11,65.28,4971,2.13
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,6600,157220,18119,67.75,523,1.96,64756,67.61,1870,1.95,127927,67.27,3694,1.94,35122,67.02,1014,1.93,12451,66.71,360,1.93,67.22,4541,1.94
Mindat,,60261553B42580025975984,MMR,ADM2,hospitals,TIME,7200,157513,18153,67.87,34,0.13,64877,67.73,121,0.13,128166,67.39,239,0.13,35188,67.14,66,0.13,12474,66.83,23,0.12,67.34,293,0.13
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,600,97993,8323,42.79,8323,42.79,33892,42.8,33892,42.8,80338,42.8,80338,42.8,23478,42.79,23478,42.79,7158,42.8,7158,42.8,42.8,97993,42.8
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,1200,107195,9104,46.81,781,4.02,37074,46.81,3182,4.02,87882,46.81,7544,4.02,25683,46.81,2205,4.02,7830,46.81,672,4.02,46.81,9202,4.02
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,1800,115353,9797,50.37,693,3.56,39896,50.38,2822,3.56,94570,50.38,6688,3.56,27637,50.38,1954,3.56,8426,50.38,596,3.56,50.38,8158,3.56
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,2400,120207,10210,52.5,413,2.12,41575,52.5,1679,2.12,98550,52.5,3980,2.12,28800,52.5,1163,2.12,8781,52.5,355,2.12,52.5,4854,2.12
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,3000,141762,12040,61.91,1830,9.41,49030,61.91,7455,9.41,116221,61.91,17671,9.41,33965,61.91,5165,9.41,10355,61.91,1574,9.41,61.91,21555,9.41
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,3600,145245,12336,63.43,296,1.52,50234,63.43,1204,1.52,119077,63.43,2856,1.52,34799,63.43,834,1.52,10610,63.43,255,1.52,63.43,3483,1.52
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,4200,174083,14786,76.02,2450,12.6,60208,76.02,9974,12.59,142719,76.02,23642,12.59,41708,76.02,6909,12.59,12716,76.03,2106,12.59,76.02,28838,12.59
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,4800,198325,16845,86.61,2059,10.59,68593,86.61,8385,10.59,162594,86.61,19875,10.59,47517,86.61,5809,10.59,14487,86.61,1771,10.59,86.61,24242,10.59
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,5400,218857,18589,95.58,1744,8.97,75694,95.58,7101,8.97,179426,95.58,16832,8.97,52436,95.58,4919,8.97,15987,95.58,1500,8.97,95.58,20532,8.97
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,6000,226565,19243,98.94,654,3.36,78359,98.94,2665,3.37,185745,98.94,6319,3.37,54282,98.94,1846,3.36,16550,98.95,563,3.37,98.94,7708,3.37
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,6600,227725,19342,99.45,99,0.51,78761,99.45,402,0.51,186697,99.45,952,0.51,54561,99.45,279,0.51,16635,99.46,85,0.51,99.45,1160,0.51
Hopang,,60261553B42594704122339,MMR,ADM2,hospitals,TIME,7200,227785,19347,99.48,5,0.03,78781,99.48,20,0.03,186746,99.48,49,0.03,54575,99.48,14,0.03,16639,99.48,4,0.02,99.48,60,0.03
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,600,384389,30132,46.51,30132,46.51,128449,46.52,128449,46.52,318113,46.51,318113,46.51,89860,46.49,89860,46.49,25101,46.42,25101,46.42,46.5,384389,46.5
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,1200,515824,40438,62.42,10306,15.91,172380,62.42,43931,15.91,426898,62.41,108785,15.9,120577,62.38,30717,15.89,33671,62.28,8570,15.85,62.4,131435,15.9
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,1800,549414,43070,66.48,2632,4.06,183600,66.49,11220,4.06,454692,66.48,27794,4.06,128433,66.44,7856,4.06,35870,66.34,2199,4.07,66.47,33590,4.06
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,2400,593086,46494,71.77,3424,5.29,198196,71.77,14596,5.29,490836,71.76,36144,5.28,138641,71.72,10208,5.28,38719,71.61,2849,5.27,71.75,43672,5.28
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,3000,627054,49157,75.88,2663,4.11,209549,75.88,11353,4.11,518950,75.87,28114,4.11,146580,75.83,7939,4.11,40935,75.71,2216,4.1,75.86,33968,4.11
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,3600,647948,50789,78.4,1632,2.52,216498,78.4,6949,2.52,536202,78.39,17252,2.52,151493,78.37,4913,2.54,42339,78.31,1404,2.6,78.39,20894,2.53
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,4200,657860,51564,79.59,775,1.2,219802,79.6,3304,1.2,544396,79.59,8194,1.2,153817,79.57,2324,1.2,42996,79.52,657,1.22,79.59,9912,1.2
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,4800,668668,52412,80.9,848,1.31,223415,80.91,3613,1.31,553341,80.9,8945,1.31,156343,80.88,2526,1.31,43700,80.82,704,1.3,80.89,10808,1.31
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,5400,673752,52810,81.52,398,0.61,225113,81.52,1698,0.61,557548,81.51,4207,0.62,157532,81.49,1189,0.62,44033,81.44,333,0.62,81.51,5084,0.62
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,6000,684773,53674,82.85,864,1.33,228797,82.85,3684,1.33,566670,82.85,9122,1.33,160108,82.83,2576,1.33,44751,82.77,718,1.33,82.84,11021,1.33
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,6600,691774,54223,83.7,549,0.85,231136,83.7,2339,0.85,572463,83.69,5793,0.85,161744,83.67,1636,0.85,45209,83.62,458,0.85,83.69,7001,0.85
Mohnyin,,60261553B43552707692155,MMR,ADM2,hospitals,TIME,7200,700556,54910,84.76,687,1.06,234065,84.76,2929,1.06,579724,84.76,7261,1.06,163802,84.74,2058,1.06,45789,84.69,580,1.07,84.75,8782,1.06
Maubin,,60261553B45059924625882,MMR,ADM2,hospitals,TIME,600,531577,40610,53.22,40610,53.22,164635,53.21,164635,53.21,424475,53.19,424475,53.19,128349,53.17,128349,53.17,50160,53.2,50160,53.2,53.19,531577,53.19
Maubin,,60261553B45059924625882,MMR,ADM2,hospitals,TIME,1200,820448,62679,82.15,22069,28.92,254102,82.12,89467,28.91,655145,82.1,230670,28.91,198097,82.07,69748,28.9,77419,82.11,27259,28.91,82.1,288871,28.91
Maubin,,60261553B45059924625882,MMR,ADM2,hospitals,TIME,1800,919832,70258,92.08,7579,9.93,284855,92.06,30753,9.94,734508,92.04,79363,9.95,222118,92.02,24021,9.95,86794,92.05,9375,9.94,92.04,99384,9.95
